Local time,Open,High,Low,Close,Volume
01.01.2010 00:00:00.000 GMT+0100,1.61665,1.61675,1.61662,1.61667,1502.8000000000002
01.01.2010 00:15:00.000 GMT+0100,1.61667,1.61675,1.61658,1.61670,1070.1000000000001
01.01.2010 00:30:00.000 GMT+0100,1.61670,1.61678,1.61662,1.61670,1719.8000000000002
01.01.2010 00:45:00.000 GMT+0100,1.61673,1.61676,1.61660,1.61669,1087.3
01.01.2010 01:00:00.000 GMT+0100,1.61669,1.61678,1.61659,1.61670,371.99999999999994
01.01.2010 01:15:00.000 GMT+0100,1.61660,1.61678,1.61655,1.61665,484.5
01.01.2010 01:30:00.000 GMT+0100,1.61665,1.61675,1.61650,1.61665,253.29999999999995
01.01.2010 01:45:00.000 GMT+0100,1.61665,1.61675,1.61660,1.61668,291.40000000000003
01.01.2010 02:00:00.000 GMT+0100,1.61675,1.61675,1.61638,1.61673,158.7
01.01.2010 02:15:00.000 GMT+0100,1.61643,1.61678,1.61635,1.61665,454.1000000000001
01.01.2010 02:30:00.000 GMT+0100,1.61662,1.61670,1.61658,1.61662,130.4
01.01.2010 02:45:00.000 GMT+0100,1.61662,1.61670,1.61647,1.61667,172.8
01.01.2010 03:00:00.000 GMT+0100,1.61660,1.61678,1.61655,1.61665,497.8
01.01.2010 03:15:00.000 GMT+0100,1.61668,1.61678,1.61660,1.61670,578.5999999999999
01.01.2010 03:30:00.000 GMT+0100,1.61668,1.61678,1.61662,1.61667,361.59999999999997
01.01.2010 03:45:00.000 GMT+0100,1.61667,1.61678,1.61660,1.61675,957.2
01.01.2010 04:00:00.000 GMT+0100,1.61675,1.61678,1.61605,1.61668,1158.2
01.01.2010 04:15:00.000 GMT+0100,1.61665,1.61681,1.61607,1.61675,803.7
01.01.2010 04:30:00.000 GMT+0100,1.61678,1.61678,1.61662,1.61669,1037.4
01.01.2010 04:45:00.000 GMT+0100,1.61669,1.61676,1.61598,1.61608,759.7
01.01.2010 05:00:00.000 GMT+0100,1.61675,1.61685,1.61610,1.61610,1241.7
01.01.2010 05:15:00.000 GMT+0100,1.61608,1.61678,1.61601,1.61661,864.1999999999999
01.01.2010 05:30:00.000 GMT+0100,1.61619,1.61678,1.61619,1.61662,861.6999999999999
01.01.2010 05:45:00.000 GMT+0100,1.61662,1.61672,1.61607,1.61616,484.49999999999994
01.01.2010 06:00:00.000 GMT+0100,1.61619,1.61670,1.61607,1.61648,926.3999999999999
01.01.2010 06:15:00.000 GMT+0100,1.61649,1.61678,1.61600,1.61667,1768.5000000000002
01.01.2010 06:30:00.000 GMT+0100,1.61670,1.61678,1.61625,1.61662,2115.7
01.01.2010 06:45:00.000 GMT+0100,1.61667,1.61678,1.61616,1.61667,2080.7
01.01.2010 07:00:00.000 GMT+0100,1.61673,1.61678,1.61615,1.61670,1970.6000000000004
01.01.2010 07:15:00.000 GMT+0100,1.61670,1.61678,1.61620,1.61668,2299.7999999999997
01.01.2010 07:30:00.000 GMT+0100,1.61670,1.61696,1.61652,1.61679,3502.100000000001
01.01.2010 07:45:00.000 GMT+0100,1.61679,1.61691,1.61613,1.61678,2185.7
01.01.2010 08:00:00.000 GMT+0100,1.61672,1.61678,1.61603,1.61667,3522.4
01.01.2010 08:15:00.000 GMT+0100,1.61670,1.61678,1.61665,1.61670,3550.6
01.01.2010 08:30:00.000 GMT+0100,1.61670,1.61686,1.61655,1.61670,4996.2
01.01.2010 08:45:00.000 GMT+0100,1.61670,1.61685,1.61608,1.61672,4885.1
01.01.2010 09:00:00.000 GMT+0100,1.61672,1.61682,1.61590,1.61604,3515.2
01.01.2010 09:15:00.000 GMT+0100,1.61603,1.61684,1.61593,1.61605,2808.7999999999997
01.01.2010 09:30:00.000 GMT+0100,1.61610,1.61693,1.61596,1.61600,3234.2999999999997
01.01.2010 09:45:00.000 GMT+0100,1.61600,1.61678,1.61593,1.61670,3232.1999999999994
01.01.2010 10:00:00.000 GMT+0100,1.61662,1.61678,1.61614,1.61670,3482.7000000000003
01.01.2010 10:15:00.000 GMT+0100,1.61673,1.61678,1.61665,1.61670,3688.2000000000003
01.01.2010 10:30:00.000 GMT+0100,1.61663,1.61678,1.61582,1.61590,2496.1
01.01.2010 10:45:00.000 GMT+0100,1.61600,1.61678,1.61582,1.61667,3386.1000000000004
01.01.2010 11:00:00.000 GMT+0100,1.61667,1.61678,1.61598,1.61603,3166.5000000000005
01.01.2010 11:15:00.000 GMT+0100,1.61670,1.61678,1.61607,1.61610,2713.9999999999995
01.01.2010 11:30:00.000 GMT+0100,1.61605,1.61678,1.61605,1.61662,3881
01.01.2010 11:45:00.000 GMT+0100,1.61667,1.61678,1.61665,1.61670,3465.9
01.01.2010 12:00:00.000 GMT+0100,1.61670,1.61678,1.61603,1.61672,2482.6000000000004
01.01.2010 12:15:00.000 GMT+0100,1.61673,1.61678,1.61616,1.61667,2426.8999999999996
01.01.2010 12:30:00.000 GMT+0100,1.61667,1.61678,1.61620,1.61673,3046.7999999999997
01.01.2010 12:45:00.000 GMT+0100,1.61673,1.61678,1.61601,1.61670,2234.8
01.01.2010 13:00:00.000 GMT+0100,1.61670,1.61678,1.61606,1.61670,3401.3999999999996
01.01.2010 13:15:00.000 GMT+0100,1.61672,1.61682,1.61616,1.61670,2286.9
01.01.2010 13:30:00.000 GMT+0100,1.61670,1.61678,1.61607,1.61673,2355.6000000000004
01.01.2010 13:45:00.000 GMT+0100,1.61670,1.61678,1.61607,1.61612,3007.5999999999995
01.01.2010 14:00:00.000 GMT+0100,1.61612,1.61678,1.61611,1.61667,2040.2000000000003
01.01.2010 14:15:00.000 GMT+0100,1.61667,1.61678,1.61617,1.61668,3511.2
01.01.2010 14:30:00.000 GMT+0100,1.61668,1.61678,1.61605,1.61670,3231.2999999999997
01.01.2010 14:45:00.000 GMT+0100,1.61670,1.61681,1.61660,1.61670,4253.299999999999
01.01.2010 15:00:00.000 GMT+0100,1.61672,1.61678,1.61662,1.61667,3126.3
01.01.2010 15:15:00.000 GMT+0100,1.61667,1.61678,1.61665,1.61670,2802.3000000000006
01.01.2010 15:30:00.000 GMT+0100,1.61670,1.61678,1.61665,1.61673,3129.6
01.01.2010 15:45:00.000 GMT+0100,1.61673,1.61678,1.61662,1.61670,2589.4
01.01.2010 16:00:00.000 GMT+0100,1.61670,1.61678,1.61665,1.61670,2470.1
01.01.2010 16:15:00.000 GMT+0100,1.61670,1.61678,1.61662,1.61667,3610.9999999999995
01.01.2010 16:30:00.000 GMT+0100,1.61670,1.61678,1.61658,1.61667,3621.8000000000006
01.01.2010 16:45:00.000 GMT+0100,1.61667,1.61678,1.61662,1.61672,3209.1
01.01.2010 17:00:00.000 GMT+0100,1.61672,1.61680,1.61608,1.61665,2460.7
01.01.2010 17:15:00.000 GMT+0100,1.61665,1.61689,1.61487,1.61658,2130.2
01.01.2010 17:30:00.000 GMT+0100,1.61661,1.61678,1.61607,1.61668,1544.2
01.01.2010 17:45:00.000 GMT+0100,1.61666,1.61690,1.61608,1.61666,858.3
01.01.2010 18:00:00.000 GMT+0100,1.61662,1.61686,1.61600,1.61607,1306.9999999999998
01.01.2010 18:15:00.000 GMT+0100,1.61667,1.61680,1.61609,1.61664,1377.7999999999997
01.01.2010 18:30:00.000 GMT+0100,1.61603,1.61629,1.61598,1.61600,817.9999999999999
01.01.2010 18:45:00.000 GMT+0100,1.61600,1.61622,1.61596,1.61600,457.2
01.01.2010 19:00:00.000 GMT+0100,1.61602,1.61670,1.61596,1.61668,293.2
01.01.2010 19:15:00.000 GMT+0100,1.61667,1.61678,1.61662,1.61675,546.0999999999999
01.01.2010 19:30:00.000 GMT+0100,1.61672,1.61678,1.61662,1.61668,389.2000000000001
01.01.2010 19:45:00.000 GMT+0100,1.61668,1.61678,1.61660,1.61673,685.2999999999998
01.01.2010 20:00:00.000 GMT+0100,1.61673,1.61678,1.61662,1.61662,794.3000000000001
01.01.2010 20:15:00.000 GMT+0100,1.61662,1.61678,1.61662,1.61668,637.7
01.01.2010 20:30:00.000 GMT+0100,1.61668,1.61678,1.61662,1.61675,750.5999999999998
01.01.2010 20:45:00.000 GMT+0100,1.61675,1.61675,1.61665,1.61670,578.6
01.01.2010 21:00:00.000 GMT+0100,1.61670,1.61675,1.61665,1.61673,505.20000000000005
01.01.2010 21:15:00.000 GMT+0100,1.61667,1.61675,1.61662,1.61670,223.1
01.01.2010 21:30:00.000 GMT+0100,1.61670,1.61673,1.61662,1.61662,377.29999999999995
01.01.2010 21:45:00.000 GMT+0100,1.61662,1.61672,1.61662,1.61667,226.2
01.01.2010 22:00:00.000 GMT+0100,1.61667,1.61675,1.61662,1.61667,496.59999999999997
01.01.2010 22:15:00.000 GMT+0100,1.61667,1.61678,1.61662,1.61670,199.9
01.01.2010 22:30:00.000 GMT+0100,1.61670,1.61675,1.61658,1.61667,527.6
01.01.2010 22:45:00.000 GMT+0100,1.61665,1.61675,1.61614,1.61614,672.6
01.01.2010 23:00:00.000 GMT+0100,1.61614,1.61614,1.61614,1.61614,0
01.01.2010 23:15:00.000 GMT+0100,1.61614,1.61614,1.61614,1.61614,0
01.01.2010 23:30:00.000 GMT+0100,1.61614,1.61614,1.61614,1.61614,0
01.01.2010 23:45:00.000 GMT+0100,1.61614,1.61614,1.61614,1.61614,0
02.01.2010 00:00:00.000 GMT+0100,1.61614,1.61614,1.61614,1.61614,0
02.01.2010 00:15:00.000 GMT+0100,1.61614,1.61614,1.61614,1.61614,0
02.01.2010 00:30:00.000 GMT+0100,1.61614,1.61614,1.61614,1.61614,0
02.01.2010 00:45:00.000 GMT+0100,1.61614,1.61614,1.61614,1.61614,0
02.01.2010 01:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 01:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 01:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 01:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 02:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 02:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 02:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 02:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 03:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 03:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 03:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 03:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 04:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 04:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 04:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 04:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 05:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 05:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 05:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 05:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 06:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 06:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 06:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 06:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 07:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 07:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 07:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 07:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 08:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 08:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 08:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 08:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 09:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 09:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 09:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 09:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 10:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 10:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 10:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 10:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 11:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 11:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 11:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 11:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 12:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 12:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 12:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 12:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 13:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 13:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 13:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 13:45:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 14:00:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 14:15:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
02.01.2010 14:30:00.000 GMT+0100,1.61667,1.61667,1.61667,1.61667,0
