Local time,Open,High,Low,Close,Volume
01.12.2011 00:00:00.000 GMT+0100,1.56989,1.57000,1.56927,1.56927,789.8399999999999
01.12.2011 00:15:00.000 GMT+0100,1.56927,1.56927,1.56881,1.56892,929.38
01.12.2011 00:30:00.000 GMT+0100,1.56892,1.56990,1.56888,1.56955,1010.9999999999999
01.12.2011 00:45:00.000 GMT+0100,1.56955,1.57067,1.56942,1.57031,1212.4299999999998
01.12.2011 01:00:00.000 GMT+0100,1.57032,1.57033,1.56941,1.57028,1541.3
01.12.2011 01:15:00.000 GMT+0100,1.57028,1.57056,1.56987,1.57010,1320.1299999999999
01.12.2011 01:30:00.000 GMT+0100,1.57007,1.57034,1.56938,1.57023,1444.95
01.12.2011 01:45:00.000 GMT+0100,1.57023,1.57042,1.56884,1.56895,1657.93
01.12.2011 02:00:00.000 GMT+0100,1.56894,1.57152,1.56887,1.57140,2209.65
01.12.2011 02:15:00.000 GMT+0100,1.57144,1.57166,1.56989,1.57033,2092.77
01.12.2011 02:30:00.000 GMT+0100,1.57033,1.57050,1.56921,1.56930,1621.1399999999999
01.12.2011 02:45:00.000 GMT+0100,1.56928,1.57000,1.56899,1.56940,1653.15
01.12.2011 03:00:00.000 GMT+0100,1.56940,1.56997,1.56930,1.56937,1657.59
01.12.2011 03:15:00.000 GMT+0100,1.56937,1.56965,1.56872,1.56900,1406.15
01.12.2011 03:30:00.000 GMT+0100,1.56900,1.56912,1.56730,1.56762,1443.17
01.12.2011 03:45:00.000 GMT+0100,1.56764,1.56826,1.56735,1.56820,1293.8500000000001
01.12.2011 04:00:00.000 GMT+0100,1.56820,1.56874,1.56769,1.56780,1221.82
01.12.2011 04:15:00.000 GMT+0100,1.56780,1.56878,1.56744,1.56838,1288.71
01.12.2011 04:30:00.000 GMT+0100,1.56836,1.56884,1.56829,1.56872,1334.3200000000002
01.12.2011 04:45:00.000 GMT+0100,1.56872,1.56886,1.56846,1.56884,1257.8099999999997
01.12.2011 05:00:00.000 GMT+0100,1.56884,1.56950,1.56884,1.56921,1192.54
01.12.2011 05:15:00.000 GMT+0100,1.56923,1.56930,1.56883,1.56885,1009.98
01.12.2011 05:30:00.000 GMT+0100,1.56885,1.57028,1.56882,1.56985,1329.58
01.12.2011 05:45:00.000 GMT+0100,1.56987,1.57121,1.56975,1.57022,1681.6999999999998
01.12.2011 06:00:00.000 GMT+0100,1.57022,1.57043,1.56975,1.57027,1167.8300000000002
01.12.2011 06:15:00.000 GMT+0100,1.57027,1.57045,1.56980,1.57004,1277.3899999999999
01.12.2011 06:30:00.000 GMT+0100,1.57002,1.57053,1.56922,1.56940,2070.46
01.12.2011 06:45:00.000 GMT+0100,1.56938,1.57011,1.56916,1.56922,1434.13
01.12.2011 07:00:00.000 GMT+0100,1.56922,1.56964,1.56888,1.56888,1549.87
01.12.2011 07:15:00.000 GMT+0100,1.56888,1.56979,1.56877,1.56919,1830.6100000000001
01.12.2011 07:30:00.000 GMT+0100,1.56921,1.56942,1.56882,1.56893,1325.3000000000002
01.12.2011 07:45:00.000 GMT+0100,1.56896,1.56907,1.56801,1.56837,1281.25
01.12.2011 08:00:00.000 GMT+0100,1.56835,1.56941,1.56829,1.56910,2593.9200000000005
01.12.2011 08:15:00.000 GMT+0100,1.56910,1.56969,1.56877,1.56964,2595.49
01.12.2011 08:30:00.000 GMT+0100,1.56960,1.56960,1.56629,1.56644,2943.6700000000005
01.12.2011 08:45:00.000 GMT+0100,1.56643,1.56645,1.56467,1.56481,3145.8500000000004
01.12.2011 09:00:00.000 GMT+0100,1.56479,1.56668,1.56437,1.56668,3665.6999999999994
